gene,baseMean,log2FoldChange,lfcSE,pvalue,padj
CDC42EP1,1362.12192432592,0.766246732859363,0.0625173139731942,3.64013409119781e-35,2.65671076817259e-33
TGM2,1900.01024882283,2.48123208155378,0.2054588794122,3.78435327511068e-35,2.75087527226921e-33
HMCN2,492.497969785974,0.971587125679035,0.0799482069131292,4.25301675792968e-35,3.07918413274109e-33
TMTC2,1582.86284889942,0.857396095471908,0.0703482927121713,8.42155203245491e-35,6.07291202340374e-33
PHC2,2273.96029039648,0.583628269173191,0.0479019324783761,9.16483282217641e-35,6.58267754291242e-33
RDH10,965.408566714508,1.38542144268494,0.114329346066501,1.68546256698027e-34,1.20580523566573e-32
CAMK4,2595.5278695914,-0.72633994760294,0.0598365246501889,2.60342738589265e-34,1.85519825530146e-32
STC2,416.091015726365,1.43334481099213,0.118791867027001,3.27547036123262e-34,2.32494170738472e-32
ADAMTS14,958.084548753776,3.60974770307117,0.30756802416365,4.58055661759556e-34,3.23859667103436e-32
VGF,55945.7898509572,0.806958137069297,0.0673330774573756,5.80663688565251e-34,4.08949912958406e-32
MEGF6,87.6532707590573,2.28704554405486,0.191528580938784,5.97408811168956e-34,4.19112383029384e-32
PBX1,1999.51153223167,0.733165806006312,0.0612224169693981,6.60960991183694e-34,4.61907101946906e-32
IMPDH1,5245.9094307358,-0.638326135298919,0.0532386557247419,6.72471533761365e-34,4.6814364465695e-32
TP53INP2,1948.62620880561,0.678391142084841,0.0565959613891149,7.34043092119287e-34,5.09049040894984e-32
MAST4,1457.90324991853,1.04651374856917,0.0877245650754554,8.14197435710251e-34,5.62479907876166e-32
NKX3-1,1276.55341874597,-0.998009588759106,0.0836006385390934,8.31746671771208e-34,5.72418812131516e-32
